,City,Date,Text,Username
627,Miami,2022-09-26 06:27:35+00:00,"Thank you to the Journalist Crews, @fox_sheldon @FranklinWSVN and our Weather Authority 
Chief Certified Meteorologist @PhilFerro7 
@wsvn and Weather Team Meteorologists for keeping the public community family Informed about the weather report.",JoeAurelus
628,Orlando,2022-09-27 13:03:02+00:00,"During Hurricane Frances (or Charlie, can’t remember), my mom was apart of the Future World rideout team, and they put us up at the Beach Club. I don’t even really remember the storm that much 🤷🏾 https://t.co/DLvFpDER8W",LeetMor
629,Miami Beach,2022-09-27 22:01:30+00:00,Hurricane Ian OG on deck stock up,EmoJalapeno
630,Miami Beach,2022-09-27 04:12:30+00:00,"Reminder as we stare down #IanHurricane that AccuWeather and the Weather Channel successfully lobbied the Trump admin to ban the federal government (@NOAA) from creating a mobile app to notify the public in emergency situations.

Yet BOTH those companies rely on federal data.",TooMuchMe
631,Brandon,2022-09-28 16:47:22+00:00,Bring it on Ian https://t.co/iBLK1d30BK,DrBArmstrong
632,Clearwater,2022-09-29 23:01:43+00:00,Joe Biden and the Democrats think they can affect nature By different types of energy. Well you had your chance and you lost.  This is Charlotte Harbor emptied by hurricane Ian. If you can't stop a hurricane how can you stop global warming? https://t.co/i8Z0JjUQK3,ScottWa91433575
633,Aventura,2022-09-28 19:36:31+00:00,@melindafla Just shy if the storm’s eye.,charliesey60
634,Winter Springs,2022-09-28 19:00:45+00:00,"Damn the owner of the apartment next to me really needs that apartment redone, that not even a hurricane is going to slow him down 🙇🏻‍♀️",stormtrooperCi
635,Miami Beach,2022-09-25 17:53:27+00:00,"@Fanooregon @Theedy239 @JoeSkilliams The Hurricane’s current roster proves to you that talent alone doesn’t win shit. Talent without good coaching goes nowhere, but we can agree to disagree.",ItsMeJanmarco
636,Clearwater,2022-09-26 22:03:04+00:00,@WFLAJB #heyjb can y’all talk on how Ian compares to Charlie or Irma?,whoayeaitslindz
637,Maitland,2022-09-29 14:45:54+00:00,"Oviedo, FL (10:27 AM)Grid Power Outage Event&gt;&gt; The Ting Network detected an Electric Utility Grid Power Outage event. The event started at 10:27 AM local time and impacted at least 4 homes.",grid_events
638,North Port,2022-09-28 13:45:56+00:00,"North Port, FL (9:26 AM)Grid Power Outage Event&gt;&gt; The Ting Network detected an Electric Utility Grid Power Outage event. The event started at 9:26 AM local time and impacted at least 6 homes.",grid_events
639,Boynton Beach,2022-09-28 21:01:16+00:00,"Stay safe my fellow Floridians 🙏 

“Hurricane Ian makes Category 4 landfall in Florida” 
https://t.co/NOFcyoZWei",DestinyK0419
640,St. Petersburg,2022-09-27 16:08:10+00:00,"Meeting cliff notes:

Major plea to public— reduce water use during the worst of the storm 

Not asking you not to flush your toilet. Just be conservative with your water as the storm passes through. 

Plant capacity 155 million gallons a day 
Significantly more than 2016",MaliqueRankin
641,Sanford,2022-09-26 18:35:08+00:00,"The @seminolecounty Office of Emergency Management press conference on #HurricanIan. With Emergency Manager Alan Harris, @SeminoleSO Sheriff Dennis Lemma, SCFD Fire Chief Matt Kinley &amp; Dept. of Health Seminole. https://t.co/atYPkKNxvg",scfdpio
642,Aventura,2022-09-27 22:37:52+00:00,Hurricane private mansion  party tonight ladies only Dm now food- hookah and drinks also more surprises on the line #HurricaneIan https://t.co/UXE7lUKI5P,Jaisointernati1
643,Bradenton,2022-09-29 11:00:54+00:00,"Parrish, FL (6:40 AM)Grid Power Outage Event&gt;&gt; The Ting Network detected an Electric Utility Grid Power Outage event. The event started at 6:40 AM local time and impacted at least 5 homes.",grid_events
644,Pompano Beach,2022-09-27 19:55:18+00:00,@AYECEEXO Lmao girl I will drive in the storm I cantttttt 😂😂😭😭😭,DreaaLikeWhoaa
645,Plantation,2022-09-28 18:21:43+00:00,#SunnyIslesBeach remains under a #TornadoWatch until 5 p.m. today &amp; a Tropical Storm Warning remains in effect for Miami-Dade County. Weather conditions are favorable for the development of thunderstorms capable of producing tornadoes. Please stay safe &amp; be prepared. https://t.co/mA5kD9yzOb,DanaGoldmanSIB
646,Coral Springs,2022-09-26 23:27:42+00:00,Quiet track before the storm @HomesteadMiami @jeff_gluck https://t.co/E8PHzmO0TE,UncleJuJuBean
647,Miami,2022-09-29 21:27:07+00:00,"The impacts from Ian continue to be felt but 24/7 rescue efforts are underway to help the community recover &amp; heal 🙏🏾 
You can stream the latest updates from @nbc6 on various platforms like @peacocktv @therokuchannel &amp; @samsungtv 
#hurricaneian #tropicalstormian https://t.co/Q3ilZOYhFU",SarahBekeletv
648,Orlando,2022-09-27 14:10:20+00:00,"Our Happy Hour has been canceled due to Hurricane Ian forecast:

As weather threatens to impact Central Florida this week, we've canceled the event.

We are grateful to serve our community!

Stay Safe,

Better Lending Team https://t.co/3DNJ8pZsfa https://t.co/P57osBXoLo",Daniel_Mortgage
649,Safety Harbor,2022-09-28 15:05:58+00:00,It’s almost lunch time here in the Tampa Bay as Hurricane #Ian hits us. The homeless will be wet &amp; starving. Pray for me as I head to the streets now to feed the homeless &amp; share a hot beverage. “I was hungry and you gave me something to eat.” Thanks for praying. https://t.co/8avg7tLlgd,TimColeTachira
650,Sunrise,2022-09-28 17:16:29+00:00,Crazy #floridawomen #hurricaineIan #Hurricane #storm #Tornado https://t.co/yabaOFHJqt,BigCeaz
651,Plant City,2022-09-28 14:21:48+00:00,@JDCocchiarella Biden cannot legally withhold aid for a hurricane in Florida.,ScottWa91433575
652,Sanford,2022-09-29 17:55:05+00:00,"Astronaut looks inside eye of Hurricane Ian from space as storm weakens over Florida (photos) https://t.co/iSDqimgpZL
#HurricanIan #NASA",alexvanicarlo
653,Tampa,2022-09-28 01:06:42+00:00,@NFTBuffet Nah just the hurricane 🌀,nikeshjs
654,Plant City,2022-09-25 15:01:07+00:00,Where them people at the shutter yo windows when the hurricane come? I got the shutters.,auddi_autumn
655,Boynton Beach,2022-09-29 13:15:23+00:00,"Ugh Mr &amp; Mrs DeathSantis clearly capitalizing on the Ian updates as pseudo free campaigning- I miss Jeb Bush 🌀update days when he would do his own Spanish translation being bilingual  #RemoveRonNOW #RonBeGONE 
#HurricaneIan",kaya2915
656,Kissimmee,2022-09-27 17:25:16+00:00,"Today’s Hurricane Ian chuckles from @SKPR_Dickrichie 

It can’t be that bad, can it? 😳 https://t.co/1fygPr6Psm",Jodicab22
657,Pompano Beach,2022-09-29 17:57:58+00:00,@PortEverglades It was very impressive watching the tugs &amp; pilot boats late Tuesday night in the storm getting the ships out of port. I'm sure it wasn't easy in those conditions. #PortEverglades,ksquared_rbny
658,Plantation,2022-09-28 15:43:12+00:00,"Latest forecast from @NHC_Atlantic shows #Hurricane #Ian is now expected to remain more intact as it crosses the Florida peninsula after landfall, with hurricane warnings now also issued on the state’s east coast. “This is going to be one of those historic storms,” says governor.",JacquiGoddard1
659,Palmetto Bay,2022-09-29 18:28:49+00:00,Fire destroys Key West building amid flooding from Hurricane Ian https://t.co/eMn1zWXdS6,IAFF12thDVP
660,Pembroke Pines,2022-09-27 15:44:14+00:00,@Rosy__1995 We did 🤍 had to cut it short because of the weather :(,gabriellajanel_
661,Sanford,2022-09-29 22:30:06+00:00,"Can tech Twitter explain something to me? I live in central Florida and was hit by Hurricane Ian last night. Woke up and I have no cellular service, cannot even make calls to 911. Am fortunate enough to be using a family member’s portable MiFi card now…how does this happen??",hbrookeo
662,Winter Springs,2022-09-26 17:50:56+00:00,Alright my crew better be prepared @FRADOMONTANA23 @addiebaby98 @yogfloveme2 .. we from the keys we basically was born in hurricane season,TheBananaGiirl
663,Clearwater,2022-09-27 15:35:38+00:00,We will be putting a halt to operations during hurricane Ian. Please check your local weather channel for updates! Stay safe out there! #HurricaneIan https://t.co/MWxVRWpD0R,PSYCHOGamingUS
664,Aventura,2022-09-23 20:11:22+00:00,Damnit Ian 👀😅,volvoshine
665,Winter Springs,2022-09-27 15:07:46+00:00,"🚨New Video🚨 We talk about how we are preparing for Hurricane Ian and what are plans are for this storm! Check it out below #hurricaneian 

https://t.co/sHFQqcdlP3 https://t.co/gjTRgLX1yi",loveourlifevlog
666,West Palm Beach,2022-09-28 09:07:54+00:00,Ian is now a category 4 hurricane https://t.co/72pGLPJO8C,FLWXBROOKE
667,Plantation,2022-09-25 14:29:34+00:00,"@reallyytayy Frfr, I’ll pass on the hurricanes and alligators. Give me 7 ft of snow 😭😭",Kimmick86
668,Tampa,2022-09-28 01:31:16+00:00,Need Biden to nuke Hurricane Ian right now to disrupt it please thanks https://t.co/9wFwXAYnPG,iKolby
669,Davie,2022-09-28 13:59:34+00:00,"Hurricane watch

#dachshund #dachshundsofinstagram #coffee #espresso #hurricane #hurricaneian @ Fort Lauderdale, Florida https://t.co/brvMoEZsLi",aguka
670,Lakeland,2022-09-27 14:29:24+00:00,Sarasota County will be shutting off water service to Siesta Key and Casey Key this afternoon. Water will not be turned back on until after the storm passes.,KelsiThorud
671,Gainesville,2022-09-23 22:04:09+00:00,"Florida friends! Hurricane coming (probably), stock up on snacks and gas up your cars",ErinWestgate
672,Palmetto Bay,2022-09-29 00:01:50+00:00,Naples couple finds refuge in Miami after fleeing Hurricane Ian https://t.co/k9vGkjcDoN via @YouTube,Inka_Dageryager
673,Jacksonville,2022-09-29 17:15:31+00:00,"At 12:40 PM EDT, 2 WNW Mayport [Amz452 Co, FL] MESONET reports TROPICAL STORM. MESONET STATION 1483W FSWN JFRD STATION 40. WIND GUST OF 54 MPH REPORTED. https://t.co/IEhz3BbDKI",iembot_jax
674,Orlando,2022-09-26 09:54:27+00:00,Early morning update here 👇🏾 #Ian upgraded to #HurricaneIan remember don't be scared be prepared. Watch @MyNews13 for around the clock updates from our dual certified meteorologists.  Download the Spectrum News app. We got you.,tammiefields
675,Miami Gardens,2022-09-29 20:57:11+00:00,"One interesting thing from the videos from Fort Myers Beach... It *appears* that post FBC (Florida Building Code) structures survived the *wind*
#Ian 
https://t.co/gGw7EVMV0H",volvoshine
676,Lauderhill,2022-09-27 10:26:58+00:00,06Z GFS shifts east again . #IAN makes landfall around Englewood/Venice. https://t.co/g7QClaVldn,HurricanesJames
677,Sweetwater,2022-09-26 22:19:58+00:00,14mb drop in only 5 hours. That is a substantial decrease. Rapid intensification definitely ongoing!! #ian 967mb https://t.co/dZZxIZVIr0,_MarcAnthony__
678,Plant City,2022-09-26 22:31:12+00:00,"With Hurricane Ian Taking Aim for Florida, our apartment complex is providing necessary information to all residents, to ensure preparedness!🤨 It is predicted to reach Category 4 as it arrives! It is predicted to traverse the entire state of Florida!🧐 Batten Down the Hatches!🏡 https://t.co/bjlp56AFUR",Bmh1winHill
679,Clearwater,2022-09-26 15:57:46+00:00,Anyone in Baltimore on sunday? Thinking about escaping from the hurricane here in Florida to watch my Bills 🤨 /#billsmafia #ian #hurricane #florida https://t.co/2Ye6funNhH,jannik_fel
680,Tampa,2022-09-28 18:11:58+00:00,And here’s a look at Munn Park in #Lakeland. @abcactionnews #HurricanIan https://t.co/G6gqZnbMOw,ChadKMills
681,Miami,2022-09-28 02:06:48+00:00,#Ian has officially made landfall in the Dry Tortugas islands. https://t.co/TYfpHYcZIt,HurricaneManWx
682,Palmetto Bay,2022-09-29 18:09:32+00:00,I'm convinced that people don't realize that storm chasers that work for the Weather Channel volunteer and/or are excited to receive these jobs where they get attacked by sharp rain and 100+mph winds.,nintendhoes
683,Miami Gardens,2022-09-25 23:58:54+00:00,"@Kimmick86 I often tell folks about the Heat in Miami. I lived (WITHOUT AC), played football in it, and deal with every day. You have to be in the weather to get somewhat used to it. NE came down on Tuesday before the game. Buffalo should have done the same.",mharrell04
684,Clearwater,2022-09-27 13:34:27+00:00,"Storm coming, and Im seeing about a haircut.",okkhary
685,Lantana,2022-09-29 22:44:32+00:00,Looking fire should be a great game.!!!! I'll be watching got tonight off. Hurricane delayed the trucks,redsmasher09
686,Kissimmee,2022-09-29 12:42:25+00:00,Slept through the whole hurricane lol,crescendoinlife
687,Miami Beach,2022-09-29 00:20:54+00:00,"Looks like a widespread area of a foot of rain so far along US17 from Arcadia to Wauchula. This area got hammered by Charley's wind in 2004, and seems like it'll be dealing with flooding (along with wind) from Ian, with the remnant core of the storm still dumping rain. https://t.co/MW4qrGtm9p",AndyHazelton
688,Brandon,2022-09-25 16:37:38+00:00,"@RonnyJacksonTX “Christ” is so pissed off he’s sending a hurricane to Tallahassee.  Better watch out, you may be next. https://t.co/YU2H537Dhe",ebabcock80
689,Orlando,2022-09-27 12:39:07+00:00,Me tryna figure out who ate all the hurricane snacks before the hurricane 🌀 #HurricaneIan https://t.co/JqVqnInBOG,peachmargpapi
690,Winter Springs,2022-09-27 14:10:20+00:00,"Our Happy Hour has been canceled due to Hurricane Ian forecast:

As weather threatens to impact Central Florida this week, we've canceled the event.

We are grateful to serve our community!

Stay Safe,

Better Lending Team https://t.co/3DNJ8pZsfa https://t.co/P57osBXoLo",Daniel_Mortgage
691,Safety Harbor,2022-09-23 04:05:41+00:00,@BigTParker @DickieV @RaysBaseball @astros You live in Spokane! You have no idea what Florida weather is like in the summertime.,midwestsweetie
692,Safety Harbor,2022-09-23 22:54:13+00:00,"As I went shopping for hurricane supplies in a packed Walmart in South Tampa,then had massive storm today,  my son Will is like ""what is going on?"" https://t.co/MefD47LQM4",felixveganews
693,Safety Harbor,2022-09-29 16:54:24+00:00,"@whitn3yblack yes! the bay got sucked out, but mostly everything is fine besides power outages and some fallen tree debris!",Leah_Cath27
694,Plant City,2022-09-27 23:44:14+00:00,You should try my single day hurricane prep weight loss program. Just make a list of stuff that you absolutely have to do in 1 day but it is totally impossible to complete. Guaranteed weight loss! But wait there's more.  You will also realize how much crap you have!,FlaRedDirtCC
695,Aventura,2022-09-28 18:13:59+00:00,"Naples

That's 5-6 feet of storm surge
#Ian",volvoshine
696,Lake Mary,2022-09-27 21:19:33+00:00,The hurricane warning jump scare Jesus Christ,jesssssmart
697,Coral Springs,2022-09-28 14:44:03+00:00,"@SouthwestAir @USDOT--Why wait until 1 hour before a scheduled flight to cancel #2640 from STL to FLL, when you likely knew the flight would be canceled. No airline willingly flies into the teeth of a Catagory 5 hurricane. Your callousness has inconvenienced countless passengers.",s3friedman
698,Hialeah,2022-09-28 10:54:48+00:00,#loca by @AronLuix  Disponible Ya  en todas las plataformas https://t.co/kSrFptLDwH #aronluix #audioleak #music #urbano #ian,JochyRodriguez1
699,Boca Raton,2022-09-23 22:29:58+00:00,@BrettKollmann Well we about to be hit by a hurricane possibly so..,Kingleo8291
700,Fort Lauderdale,2022-09-29 19:04:29+00:00,"WE ALL NEED HELP, PRAYING WHOLEHEARTEDLY FOR ALL INVOLVED IN THE HURRICANE, THIS IS SO HEARTBREAKING ON ALL LEVELS, WE'RE DEFINITELY WAITING FOR HELP, BLESSINGS FROM OPALOCKA FLORIDA",MonlynShantelle
